Opinion,Labels,,,,,,,,,,,,,,,,,,,,,,
Cho em h?i e b? m?t gi?y ?ky nvqs ch?a làm l?i ?c thì n?p sau ?c ko ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Th? cái m?c tr?m y t? thì khi nào nhà trg có l?ch khám mình ms có ch? kí dk ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
?k ktx ch?a xin ?c gi?y khai báo thay ??i nhân kh?u thì có ?k ?c ktx ko ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Cho e h?i th? xe buýt thì ??ng kí ? ?âu ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Cho em h?i v?n phòng h? tr? sinh viên có làm vi?c vào th? 7, ch? nh?t không ??",Neutral,,,,,,,,,,,,,,,,,,,,,,
mn cho em h?i làm th? t?c ??n m?y gi? tr?a thì ngh? ??,Neutral,,,,,,,,,,,,,,,,,,,,,,
Cho em h?i g?n tr??ng có quán photo nào không ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
trong và ngoài tr??ng ??u có quán photo em nhé,Positive,,,,,,,,,,,,,,,,,,,,,,
Cho em h?i m?c 2 các cô thu ??n r?i mà quên không kí vào gi?y thì có sao không ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Khi nào thì có l?ch khám s?c kh?e v?y ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
hôm nh?p h?c là khám s?c kh?e luôn chx ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Tr??ng mình ko xét tuy?n k?t qu? h?c b? ??t 2 n?a a,Neutral,,,,,,,,,,,,,,,,,,,,,,
m?t th? bhyt thì có sao không ?..,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Em ch?a n?p th? BHYT, báo gi? h?t h?n ?",Neutral,,,,,,,,,,,,,,,,,,,,,,
Quá tuy?t v?i ??i v?i nông dân nh? chúng tôi,Positive,,,,,,,,,,,,,,,,,,,,,,
Cho em h?i gi?y t? minh ch?ng khu v?c ?u tiên ??i t??ng ?u tiên là gì ?? T?i em ch?a làm,Neutral,,,,,,,,,,,,,,,,,,,,,,
s? h? kh?u có c?n ph?i photo công ch?ng không ??,Neutral,,,,,,,,,,,,,,,,,,,,,,
K62 giãy n?y :<<,Negative,,,,,,,,,,,,,,,,,,,,,,
Ch?p ?nh xong tr??ng g?i zalo ?? em ch?nh m?t em r?i m?i làm th? sv ha,Negative,,,,,,,,,,,,,,,,,,,,,,
"B?n ?ào t?o qu?c t? n?m ?ó ng?i c?nh mình , k bi?t gi? sao r?i",Neutral,,,,,,,,,,,,,,,,,,,,,,
Các b?n xem trong gi?y báo nh?p h?c th?i gian nh?p h?c c?a khoa mình trúng tuy?n ?? ?i ?úng ngày nhé,Positive,,,,,,,,,,,,,,,,,,,,,,
??c ???c ?i h?c l?i :))),Positive,,,,,,,,,,,,,,,,,,,,,,
Ch? ??i các pé quá nè,Positive,,,,,,,,,,,,,,,,,,,,,,
Mong n?m sau s? là tsv k56,Positive,,,,,,,,,,,,,,,,,,,,,,
Sao n?m mình k có máy ch?p ?nh th?=)),Neutral,,,,,,,,,,,,,,,,,,,,,,
?ã quá z?. M?t UTC2 mà ch?p ?nh th? ch?c c?ng ph?i tag zô,Positive,,,,,,,,,,,,,,,,,,,,,,
k62 giãy nãy ngã ng?a gi?t ?ùng ?ùng,Negative,,,,,,,,,,,,,,,,,,,,,,
Vào r?i ??ng ch?i tr??ng nhé các em,Negative,,,,,,,,,,,,,,,,,,,,,,
yêu tr??ng k h?t bác ak,Positive,,,,,,,,,,,,,,,,,,,,,,
mai ?i nh?p h?c ?i r hôm ?i h?c ?? leo 6 t?ng thang b? ?? làm quen,Negative,,,,,,,,,,,,,,,,,,,,,,
Lúc mình nh?p h?c ch? ???c ch?p ?nh th? sv gì c?,Negative,,,,,,,,,,,,,,,,,,,,,,
có ???c ch?p l?i ?nh th? sinh viên không ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
in nh?ng cánh tay c?a các pé tân sinh viên K63 Ined,Neutral,,,,,,,,,,,,,,,,,,,,,,
Mong là tr??ng có h? tr? filter cho sinh viên ?? s?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Máy ?nh x?n nh? này ch?p có mà th?y l? chân lông,Positive,,,,,,,,,,,,,,,,,,,,,,
Mong các em có nh?ng chi?c th? sinh viên th?t xinh x?o,Positive,,,,,,,,,,,,,,,,,,,,,,
Tr??ng ??i em,Positive,,,,,,,,,,,,,,,,,,,,,,
Chào 63 mà ae 62 r?o h?t c? r?c d?i :)),Positive,,,,,,,,,,,,,,,,,,,,,,
Hi v?ng ???c nhi?u b?n m?i  UTC k63 mãi iu,Positive,,,,,,,,,,,,,,,,,,,,,,
Ad hôm nay m?n quá nha,Positive,,,,,,,,,,,,,,,,,,,,,,
Mong mai nh?p h?c ???c các anh ch? nhi?t tình giúp ??,Positive,,,,,,,,,,,,,,,,,,,,,,
S? qu? ch?p ?nh sv quá :((,Negative,,,,,,,,,,,,,,,,,,,,,,
"Cb nh?p h?c thôi
Có ai ?i 29 k ? ?i chung cho zui
",Neutral,,,,,,,,,,,,,,,,,,,,,,
Chúc các em có ?nh th? sinh ??p :)),Positive,,,,,,,,,,,,,,,,,,,,,,
Nhà tr??ng ch?p ?nh xong bóp m?t giúp em ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
??n nh?p h?c c?a em h?n 1/10 mà 28/9 em lên tr??ng n?p h? s? nh?p h?c luôn có ?c ko ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Tr??ng phù h? toiii,Positive,,,,,,,,,,,,,,,,,,,,,,
Tr??ng dùng filter cho ?nh th? thì em ch?p,Neutral,,,,,,,,,,,,,,,,,,,,,,
mu?n ?i ké nh?ng mai h?c c? ngày,Negative,,,,,,,,,,,,,,,,,,,,,,
S? ch?ng có khoá nào ???c ch?p x?n nh? m?nh hehe,Positive,,,,,,,,,,,,,,,,,,,,,,
Có máy quay các th? các th?. N?m mình nh?p h?c ch? có rì :((,Neutral,,,,,,,,,,,,,,,,,,,,,,
??i tôi ki?m m?y cu?c xe ôm r?i m?i ??n nh?p h?c ???c b à,Neutral,,,,,,,,,,,,,,,,,,,,,,
chào m?ng các b?n nh? :)),Positive,,,,,,,,,,,,,,,,,,,,,,
??c dc h?c l?i,Positive,,,,,,,,,,,,,,,,,,,,,,
thích nhá cbi ?c ch?p ?nh,Positive,,,,,,,,,,,,,,,,,,,,,,
K62 ???c ch?p l?i ?nh th? không ad,Neutral,,,,,,,,,,,,,,,,,,,,,,
gi?y báo 28 n?p sang ??n 30 lên có lms ko mng =)),Neutral,,,,,,,,,,,,,,,,,,,,,,
K62 có ???c làm bù ?nh th? không,Neutral,,,,,,,,,,,,,,,,,,,,,,
Tr??ng có ch?c là ?nh ??p không,Neutral,,,,,,,,,,,,,,,,,,,,,,
tr??ng ch?p 1 t?m mà 4 n?m ??y,Negative,,,,,,,,,,,,,,,,,,,,,,
Các em vô n?a là cái nhà ?? xe ch?t ko t? n?i luôn ?ó,Negative,,,,,,,,,,,,,,,,,,,,,,
Tr??ng s?m nâng c?p nhà xe nhanh ch? ch?a th?y K63 ?âu mà ngày nào ?? xe c?ng c?ng quá,Negative,,,,,,,,,,,,,,,,,,,,,,
n?m nay ch?p ?nh th? chu?t l??ng ch?a,Positive,,,,,,,,,,,,,,,,,,,,,,
Anh ch? n?m tr??c ai ??ng kí ???c ktx ko cho em xin tí kinh nghi?m v?i.n?m nay tr??ng yêu c?u phi?u báo thay ??i nhân kh?u g?p quá mà em ch?a bi?t nó là cái gì. Có th? n?p sau không ah,Neutral,,,,,,,,,,,,,,,,,,,,,,
n?i s? mang tên ch?p ?nh th?:)),Negative,,,,,,,,,,,,,,,,,,,,,,
cháu ?ã l? h?n vs gtvt,Negative,,,,,,,,,,,,,,,,,,,,,,
Tân sinh viên h?i h?p quá,Positive,,,,,,,,,,,,,,,,,,,,,,
y tr??ng d?n ?i là v?a,Positive,,,,,,,,,,,,,,,,,,,,,,
" Háo h?c quá, mãi m?i ?? ???c, ",Positive,,,,,,,,,,,,,,,,,,,,,,
"không bi?t b?n c?ng l?p c?a mình có HÒA ??NG không nh?? M b?o kê t nh?, t s? b? h?i ??ng l?m",Neutral,,,,,,,,,,,,,,,,,,,,,,
v?n ?? ?nh th? là c?a c? 4-5 n?m h?c nên là mong em nghiêm túc,Positive,,,,,,,,,,,,,,,,,,,,,,
chào ghê quá l?c luôn h? s? :)),Neutral,,,,,,,,,,,,,,,,,,,,,,
qu? ?nh th? chán ??i,Negative,,,,,,,,,,,,,,,,,,,,,,
"S?p t?i có th?ng( d??ng bá v? )??n h?c yêu c?u tr??ng giám sát ch?t ch?, ??i t??ng trên th??ng ?i g? g?m các b?n nam",Negative,,,,,,,,,,,,,,,,,,,,,,
Sinh ziên s?p c? có ?c ch?p l?i ?nh làn th? sinh ziên ko ? =)),Neutral,,,,,,,,,,,,,,,,,,,,,,
V?a ra tr??ng th?y ?a ph?n toàn trai và r?t ít các b?n gái :))),Negative,,,,,,,,,,,,,,,,,,,,,,
K62 nhìn mà thèm,Positive,,,,,,,,,,,,,,,,,,,,,,
trai ??p ?âu?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Ai v?n ch?a có ng??i ? ghép thì ib mình nha,Neutral,,,,,,,,,,,,,,,,,,,,,,
Các anh ??ng d?p c?u giao ?  quán cf k có.?i?n,Negative,,,,,,,,,,,,,,,,,,,,,,
??c ?c ?i nh?p h?c l?i,Positive,,,,,,,,,,,,,,,,,,,,,,
Hello m?y e ??n v?i kinh ?ô ánh sáng,Positive,,,,,,,,,,,,,,,,,,,,,,
L?i ch?p ?nh th? à,Negative,,,,,,,,,,,,,,,,,,,,,,
Bao gi? có chào tân sv v,Neutral,,,,,,,,,,,,,,,,,,,,,,
Nh?n d?n các bé m?i lên leo 5 t?ng a7,Positive,,,,,,,,,,,,,,,,,,,,,,
???c phát ny ko ad=)),Neutral,,,,,,,,,,,,,,,,,,,,,,
ch?p ?nh x?u dc ch?p l?i ko ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
Ch?p ?nh th? nh? ?ánh son nha các e,Positive,,,,,,,,,,,,,,,,,,,,,,
Mong có ???c t?m ?nh th? ?ng ý :))),Positive,,,,,,,,,,,,,,,,,,,,,,
?èn chi?u yêu ch? ?èn gì sáng d? zay,Negative,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng h?c ch?t l??ng t?t, các giáo viên ??u r?t xu?t s?c, khuôn viên tr??ng r?ng rãi n?m ngay trung tâm th? ?ô, các khu sinh ho?t và luy?n t?p cùng v?i h?c t?p cho sinh viên r?t ??y ??, giáo viên nhi?t tình t?n tâm v?i ngh?. ??nh h??ng t?t cho sinh viên tr??c khi ra tr??ng và ch?n ???c công vi?c phù h?p.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ?ào t?o giao thông ??u ngành c?a Vi?t Nam. C? s? v?t ch?t ngày càng khang trang, hi?n ??i, ?áp ?ng nhu c?u m?i.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Mình xin gi?i thi?u tr??ng ??i h?c giao thông v?n t?i (UTC).Hi?n t?i th?y hi?u tr??ng là th?y Nguy?n Ng?c Long(2019). Mình là sinh viên ??i h?c giao thông v?n t?i, c?m th?y tr??ng ??i thay r?t nhi?u trong 4 n?m qua, ngày càng phát tri?n và xây d?ng l?i r?t nhi?u c? s? h? t?ng. Mình K56 ( 2015-2019). Lúc tr??c ch?a có c?ng tin m?i, khang trang ??p ?? nh? bây gi?( c?ng tin m?i nhà A5), n?i ?? th?y cô, sinh viên có th? ??n th??ng th?c nhi?u món ?n ngon, không gian thoáng ?ãng. Bây gi? còn có thêm c? AI COFFEE ? trong tr??ng.xây d?ng l?i các bãi ?? xe theo công ngh? m?i nh?t,... Và ??c bi?t nh?t là có m?t bia ?á ???c ch?m khâc hình ?nh ngôi tr??ng, ghi l?i d?u ?n ??c bi?t ngay gi? trung tâm tr??ng. Các phòng h?c thì ???c s?a sang l?i, thay toàn b? bàn gh? m?i, và b?ng ?i?n t?( lo?i m?i nh?t ) ?ang ???c s? d?ng t?i tr??ng ??i h?c Giao Thông v?n t?i. Ngày càng nhi?u ti?n ích khác.Nhà tr??ng ?ã h?a h?n và cam k?t các n?m ti?p theo, nhà tr??ng s? l?p toàn b? ?i?u hòa cho các phòng h?c. Bây gi? tr??ng giao thông ?ã chuy?n mình,??u t?, phát tri?n vì m?t t??ng lai th? h? các k? s?, c? nhân ???c ?ào t?o t? tr??ng ra g?n g?i v?i th?c t? công vi?c, vì khi h?c các b?n s? ???c ?i th?c t? r?t nhi?u. C?m ?n các b?n ?ã ??c review c?a mình.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng h?c c?a tôi m?t th?i, tôi r?t yêu m?n tr??ng, các th?y cô. Cám ?n Tr??ng ?ã ?ào t?o nên tôi ngày hôm nay.",Positive,,,,,,,,,,,,,,,,,,,,,,
"?p ?p ,ki?n th?c ngành k? thu?t ch?m ch?p phát tri?n,l?c h?u n?ng,x?ng ?áng n?m c?nh c?u gi?y,?ào t?o toàn k? s? c?u gi?y",Negative,,,,,,,,,,,,,,,,,,,,,,
N?i mà mình l?n ??u tham gia s? ki?n và g?p g? các th?n t??ng,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??i h?c giao thông v?n t?i tr??ng r?t ??p và l?n,ngay m?t ???ng.",Positive,,,,,,,,,,,,,,,,,,,,,,
C?nh ??p lá cây theo mùa th? m?ng N?i ?ây r?t ?ông ?úc và d? dàng b?t bus di chuy?n kh?p Hà N?i. Tr??ng Giao thông v?n t?i luôn n?m trong top ??u v? ?ào t?o các sinh viên c? n??c,Positive,,,,,,,,,,,,,,,,,,,,,,
Ngôi tr??ng thân yêu ?ào t?o tôi thành K? s? Xây d?ng ???ng B?.,Positive,,,,,,,,,,,,,,,,,,,,,,
"R?ng, s?ch s?",Positive,,,,,,,,,,,,,,,,,,,,,,
?ây là ngôi tr??ng mình ?ã g?n bó 4 n?m thanh xuân. Nh? có t?m b?ng k? s? CNTT mà mình ?ang có m?t công vi?c t?t là nhân viên Marketing. :),Positive,,,,,,,,,,,,,,,,,,,,,,
Khuôn viên tr??ng r?ng rãi. C? s? v?t ch?t ??y ?? tuy nhiên c?n nâng c?p thêm nhi?u th?,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??i h?c Giao thông v?n t?i có s? m?ng ?ào t?o cho ngành Giao thông v?n t?i và ??t n??c nh?ng cán b? khoa h?c k? thu?t có n?ng l?c và lòng yêu ngh?, có kh? n?ng sáng t?o và tính nhân v?n. Ho?t ??ng ?ào t?o, nghiên c?u khoa h?c, chuy?n giao công ngh? và các ho?t ??ng khác c?a Nhà tr??ng nh?m mang l?i nh?ng l?i ích v?i ch?t l??ng t?t nh?t cho c?ng ??ng và xã h?i. Nhà tr??ng ?ã ?ào t?o cho ??t n??c hàng v?n K? s?, hàng ngàn Th?c s? và Ti?n s?. Ph?n l?n cán b? lãnh ??o, qu?n lý c?a các c? quan qu?n lý, doanh nghi?p thu?c ngành Giao thông v?n t?i ??u t?t nghi?p t? Nhà tr??ng. ??i ng? Nhà giáo và cán b? qu?n lý c?a Nhà tr??ng (tính ??n tháng 8/2018) có 1134 ng??i; trong ?ó có g?n 900 Gi?ng viên v?i 29 NGND - NG?T, 78 Giáo s? và Phó Giáo s?, 204 Ti?n s? và Ti?n s? khoa h?c, 488 Th?c s?. Nhà tr??ng là m?t trong nh?ng ??n v? ?i ??u trong các ho?t ??ng xã h?i, tích c?c h??ng ?ng các cu?c v?n ??ng l?n c?a ??ng, Nhà n??c và c?a ngành Giáo d?c ?ào t?o; ?óng góp quan tr?ng trong s? nghi?p xây d?ng và b?o v? T? qu?c.",Positive,,,,,,,,,,,,,,,,,,,,,,
"4 n?m là sinh viên c?a DDHGTVT, tôi r?t hài lòng v? c? s? v?t ch?t và trình ?? gi?ng d?y c?a các gi?ng viên ? ?ây.",Positive,,,,,,,,,,,,,,,,,,,,,,
Th?c t?p ? ?ây h?c sinh r?t quý tôi,Positive,,,,,,,,,,,,,,,,,,,,,,
Là ngôi tr??ng r?ng l?n ch?t l??ng t?t,Positive,,,,,,,,,,,,,,,,,,,,,,
?ây là 1 ngôi trg ?ào t?o tuy?t v?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"N?i ?ây th?t tuy?t v?i, n?i ?ào t?o và s?n sinh ra nh?ng k? s? c?u ???ng, là t??ng lai c?a ??t n??c. Mong tr??ng c?ng nh? qu?n lý s? giúp tr??ng m? r?ng c? c?u ?? phát tri?n h?n n?a.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Khuôn viên tr??ng r?ng, thoáng mát, s?ch ??p !!",Positive,,,,,,,,,,,,,,,,,,,,,,
"C?n thi?t k? l?i c?ng cho ??p h?n, phù h?p v?i m?t ngôi tr??ng l?n nh? Tr??ng Giao Thông",Negative,,,,,,,,,,,,,,,,,,,,,,
"Tâ?t ca? ?ê?u kho?, chi? co? ??ng ki? ho?c la?i la? dê? :))",Neutral,,,,,,,,,,,,,,,,,,,,,,
Ngôi tr??ng tôi yêu : ?h giao thông v?n t?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"CÀNG NGÀY CÀNG PHÁT TRI?N, GI?NG D?Y ?A NGÀNH NGH?... CUNG C?P NHÂN L?C CH?T L??NG CAO CHO CÁC DOANH NGHI?P, C? S? KINH DOANH, PHÁT TRI?N KINH T? ??T N??C... T?O RA NH?NG CON NG??I CÔNG NGHI?P 4.0 ...!",Positive,,,,,,,,,,,,,,,,,,,,,,
tr??ng ??i h?c hàng ??u vi?t nam v? ngành giao thông,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??i h?c Giao thông V?n t?i ???c xây d?ng trên khuôn viên có t?ng di?n tích g?n 21ha, g?m các khu gi?ng ???ng, phòng h?c, phòng thí nghi?m, phòng làm vi?c, h?i tr??ng, th? vi?n, nhà v?n hóa, sân v?n ??ng… T?t c? ??u ???c thi?t k? hi?n ??i và b? trí h?p lý v?i nhu c?u s? d?ng. Khu gi?ng ???ng có 216 phòng h?c v?i di?n tích trên 23.600m2 ???c xây d?ng khang trang, s?ch ??p. ??c bi?t, Tr??ng có h? th?ng phòng máy tính ???c n?i m?ng ADSL, 4 phòng h?c ngo?i ng? chuyên dùng và trung tâm Thông tin Th? vi?n ?i?n t? giúp gi?ng viên, sinh viên có ?i?u ki?n ti?p c?n và ?ng d?ng nh?ng thành t?u khoa h?c k? thu?t công ngh? tiên ti?n, h? tr? cho quá trình gi?ng d?y, h?c t?p nh?m ??t ???c k?t qu? cao nh?t. Ngoài ra, ?? trang b? cho sinh viên nh?ng ki?n th?c thi?t th?c và b? ích c?ng nh? nâng cao ho?t ??ng nghiên c?u, Nhà tr??ng ?ã ??u t? m?i và nâng c?p 36 phòng thí nghi?m và x??ng th?c t?p, th?c hành v?i nh?ng thi?t b? hi?n ??i. Khu ký túc xá có ?i?n tích 20.411m2, g?m 230 phòng và hi?n có kho?ng 1.800 sinh viên ?ang c? trú. Khu ký túc xá bi?t l?p v?i khuôn viên tr??ng nh?ng v?n ???c giám sát và qu?n lý ch?t ch?, ??m b?o an ninh tr?t t? và vi?c di chuy?n không gây ?nh h??ng ??n h?c t?p c?a sinh viên. Bên c?nh ?ó, Nhà tr??ng còn có h?i tr??ng l?n v?i di?n tích 2.197m2, nhà v?n hóa 985,78m2 và 3.129m2 sân v?n ??ng ph?c v? nhu c?u sinh ho?t ngo?i khóa, v?n ngh? và th? d?c th? thao.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??p, thu?n ti?n giao thông",Positive,,,,,,,,,,,,,,,,,,,,,,
Nh? nh?ng ??y ?? các khu t?p luy?n th? thao ??n h?p bàn. ??y ?? máy chi?u x?n xò và ?i?u hòa. H?c phí r?t h?p lý t?m 6tr ??n 7tr 1 k?,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??i h?c Giao thông V?n t?i có s? m?ng ?ào t?o cho ngành Giao thông v?n t?i và ??t n??c nh?ng cán b? khoa h?c k? thu?t có n?ng l?c và lòng yêu ngh?, có kh? n?ng sáng t?o và tính nhân v?n. Ho?t ??ng ?ào t?o, nghiên c?u khoa h?c, chuy?n giao công ngh? và các ho?t ??ng c?a khác c?a Nhà tr??ng nh?m mang l?i nh?ng l?i ích v?i ch?t l??ng t?t nh?t cho c?ng ??ng và xã h?i. Nhà tr??ng ?ã ?ào t?o cho ??t n??c hàng v?n K? s?, hàng ngàn Th?c s? và Ti?n s?. Ph?n l?n cán b? lãnh ??o, qu?n lý c?a các c? quan qu?n lý, doanh nghi?p thu?c ngành GTVT ??u t?t nghi?p t? Nhà tr??ng. ??i ng? Nhà giáo và cán b? qu?n lý c?a Nhà tr??ng hi?n có 1.068 ng??i; trong ?ó có 792 Gi?ng viên v?i 50 Giáo s? và Phó Giáo s?, 139 Ti?n s? và Ti?n s? khoa h?c, 356 Th?c s?. Nhà tr??ng hi?n ?ang ?ào t?o 15 ngành v?i 69 chuyên ngành b?c ??i h?c, 16 chuyên ngành b?c Th?c s? và 17 chuyên ngành b?c Ti?n s?. Quy mô ?ào t?o c?a Tr??ng có trên 32 ngàn sinh viên các h? (trong ?ó có g?n 20.000 sinh viên h? chính quy), trên 2.300 h?c viên cao h?c và g?n 120 nghiên c?u sinh. Hàng n?m, các nhà khoa h?c c?a Tr??ng ti?n hành nghiên c?u kho?ng 30 ?? tài c?p Nhà n??c và c?p B?, 60 ?? tài c?p c? s? và hàng ch?c ?? tài liên k?t v?i v?i các ??a ph??ng, doanh nghi?p trong và ngoài n??c. Nhi?u cán b? c?a Tr??ng là nh?ng chuyên gia hàng ??u trong l?nh v?c Giao thông v?n t?i, góp ph?n thúc ??y s? phát tri?n c?a Ngành. Nhà tr??ng c?ng là m?t trong nh?ng ??n v? ?i ??u trong các ho?t ??ng xã h?i, tích c?c h??ng ?ng các cu?c v?n ??ng l?n c?a ??ng, Nhà n??c và c?a ngành Giáo d?c ?ào t?o; ?óng góp quan tr?ng trong s? nghi?p xây d?ng và b?o v? T? qu?c. Tr??ng ??i h?c Giao thông V?n t?i h??ng t?i mô hình ??i h?c ?a ngành v? k? thu?t, công ngh? và kinh t?; tr? thành ??i h?c tr?ng ?i?m, ?ào t?o ngu?n nhân l?c có trình ?? cao ?áp ?ng nhu c?u phát tri?n b?n v?ng ngành giao thông v?n t?i ??t n??c; là trung tâm nghiên c?u khoa h?c có uy tín v? Giao thông v?n t?i và m?t s? l?nh v?c khác; có n?ng l?c h?i nh?p khu v?c và Qu?c t?; là ??a ch? tin c?y c?a ng??i h?c, nhà ??u t? và toàn xã h?i.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Nhà tr??ng là m?t trong nh?ng ??n v? ?i ??u trong các ho?t ??ng xã h?i, tích c?c h??ng ?ng các cu?c v?n ??ng l?n c?a ??ng, Nhà n??c và c?a ngành Giáo d?c ?ào t?o; ?óng góp quan tr?ng trong s? nghi?p xây d?ng và b?o v? T? qu?c. Tr??ng ??i h?c Giao thông V?n t?i h??ng t?i mô hình ??i h?c ?a ngành v? k? thu?t, công ngh? và kinh t?; tr? thành ??i h?c tr?ng ?i?m, ?ào t?o ngu?n nhân l?c có trình ?? cao ?áp ?ng nhu c?u phát tri?n b?n v?ng ngành giao thông v?n t?i và ??t n??c; là trung tâm nghiên c?u khoa h?c có uy tín v? Giao thông v?n t?i và m?t s? l?nh v?c khác; có ??ng c?p trong khu v?c và h?i nh?p Qu?c t?; là ??a ch? tin c?y c?a ng??i h?c, nhà ??u t? và toàn xã h?i.",Positive,,,,,,,,,,,,,,,,,,,,,,
"C?c kì tuy?t v?i, n?i ?ào t?o chuyên nghi?p, c? s? v?t ch?t khang trang, hi?n ??i, nói chung không có gì ?? chê m?t n?i tuy?t v?i nh? th? này c?",Positive,,,,,,,,,,,,,,,,,,,,,,
"Quy mô,??p !",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ?ào t?o chuyên ngành V?n t?i., tuy nhiên c?n chú tr?ng ti?ng anh ?ng d?ng h?n n?a, n?u b?n h?c tr??ng này hãy h?c ngành có du h?c Pháo, c? h?i s? r?ng m?.",Neutral,,,,,,,,,,,,,,,,,,,,,,
Nhà tr??ng ?ang c? g?ng c?i ti?n c? s? v?t ch?t và nh?ng khuôn viên th? thao ?? sinh viên ??t k?t qu? không nh?ng v? s?c kh?e mà còn v? ki?n th?c .,Positive,,,,,,,,,,,,,,,,,,,,,,
Tr??ng ?ào t?o k? s? ??ng c?p nh?t Vi?t Nam,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng ??i h?c Giao thông V?n t?i ???c xây d?ng trên khuôn viên có t?ng di?n tích g?n 21ha, g?m các khu gi?ng ???ng, phòng h?c, phòng thí nghi?m, phòng làm vi?c, h?i tr??ng, th? vi?n, nhà v?n hóa, sân v?n ??ng… T?t c? ??u ???c thi?t k? hi?n ??i và b? trí h?p lý v?i nhu c?u s? d?ng. Ngôi tr??ng mà tôi s? g?n bó nh?ng n?m tháng h?c ??i h?c",Positive,,,,,,,,,,,,,,,,,,,,,,
"Khuân viên ?ang ???c hoàn thi?n, khuôn viên r?ng, có sân bóng ?á, sân bóng chuy?n, khuân viên khá ??p. Phòng h?c ?ang ???c s?a m?t s? phòng bàn gh? còn c?. Giáo viên gi?ng d?y có tâm, ch?t l??ng ??u ra khá t?t.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng tôi theo h?c 8 n?m ròng (h?c lên ths luôn) ch?t l??ng ?ào t?o t?t, tuy nhiên do chuy?n d?ch c? c?u ngành và nhu c?u xã h?i nên ch?t l??ng sv ??u vào ngày 1 ?i xu?ng",Negative,,,,,,,,,,,,,,,,,,,,,,
Dù ?i?m ??u vào các n?m v? sau có th?p thì trong tôi C?u-???ng c?a GTVT v?n mãi là huy?n tho?i. Ông t? c?a ngành C?u-???ng Vi?t Nam.,Positive,,,,,,,,,,,,,,,,,,,,,,
"mình có b?n h?c ? ?ây và nó t? hào k? là : ?ây là m?t tr??ng n?m trong kh?i các ngôi tr??ng k? thu?t ? Hà N?i, Hàng n?m có r?t nhi?u các sinh viên kh?i ngành k? thu?t t?t nghi?p t? ?ây ra.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng r?t n?i ti?ng, tr??ng ?ã ?ào t?o ra nhi?u k? s? c?u ???ng, góp ph?n xây d?ng ??t n??c ngày càng phát tri?n v? c? s? h? t?ng giao thông",Positive,,,,,,,,,,,,,,,,,,,,,,
"Mình quen 2 ng??i b?n h?c ? ?ây và bi?t t?i nó t? n?m 2000. Tr??ng ngày càng phát tri?n l?n m?nh, ch?t l??ng ?ào t?o ?i lên, các khóa sinh viên ra tr??ng t? hào khi có t?m b?ng t?i Tr??ng.",Positive,,,,,,,,,,,,,,,,,,,,,,
Th?i ?i?m hi?n t?i c?ng tr??ng ?ang thi công công trình gì ?ó nên khá l?n x?n.,Negative,,,,,,,,,,,,,,,,,,,,,,
M?t tr??ng ??i h?c công lâ?p tôp ??u cu?a viê?t nam,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng có truy?n th?ng d?y t?t h?c t?t, ?ào t?o ra nh?ng sinh viên xu?t trúng c? th? nh? mình",Positive,,,,,,,,,,,,,,,,,,,,,,
"??a ?i?m ?i l?i thu?n ti?n ? Hà N?i, N?i ?ào t?o nhân tài cho ??t n??c",Positive,,,,,,,,,,,,,,,,,,,,,,
M?t trong nh?ng ??i h?c l?n c?a Vn,Positive,,,,,,,,,,,,,,,,,,,,,,
"Tr??ng r?ng, tho?i mái",Positive,,,,,,,,,,,,,,,,,,,,,,
